date,bomb,assassination,attacks,deaths,fata,govt,business,private,attacksafg,nonfata,assault,kidnapping,crit1in7,crit2in7,crit3in7,attacksisrael,attrel,attnonrel,attsep,attacksiraq,w_total,a_reltargeted,severe,leadarrest,dumarrest
19923,4,0,6,4,2,4,1,0,7,4,0,1,7.428571,7.571429,6,11,0,1,1,12,9,0,0.6666667,1,1
19924,1,0,8,6,1,4,1,2,6,7,5,1,7.285714,7.428571,5.857143,0,1,0,0,10,10,1,0.75,6,1
19925,1,0,6,3,0,3,1,1,7,6,5,0,6.857143,6.857143,5.428571,8,1,1,1,4,11,0,0.5,8,1
19926,0,0,4,2,0,2,0,1,3,4,3,0,6.714286,6.714286,5.285714,1,0,0,0,5,11,0,0.5,7,1
19927,2,0,9,5,5,7,0,1,4,4,6,0,5.857143,5.857143,4.571429,8,0,0,0,6,12,0,0.5555556,14,1
19928,4,1,10,6,2,5,2,3,7,8,4,0,5.285714,5.285714,4,7,1,1,2,9,14,0,0.6,6,1
19929,3,0,5,2,0,3,0,1,7,5,2,0,5.428571,5.428571,4.285714,0,0,1,1,11,15,0,0.4,9,1
19930,4,0,11,14,2,10,0,0,5,9,6,1,4.428571,4.428571,3.714286,1,2,1,1,7,13,2,1.272727,5,1
19931,4,0,7,5,3,6,0,1,1,4,2,1,4,4.142857,3.571429,15,0,2,2,6,12,0,0.7142857,12,1
19932,2,0,2,0,0,1,0,1,0,2,0,0,4.571429,4.857143,3.857143,3,0,0,0,6,12,0,0,5,1
19933,0,1,3,9,0,1,0,1,3,3,2,0,4.571429,4.857143,3.857143,0,1,0,0,2,12,0,3,2,1
19934,1,0,3,6,0,1,1,1,4,3,2,0,5.142857,5.428571,4.571429,7,0,0,0,6,14,0,2,7,1
19935,2,0,6,4,1,3,1,1,2,5,4,0,4.857143,5.142857,4.285714,8,0,1,1,7,15,0,0.6666667,5,1
19936,5,0,6,7,2,2,0,0,3,4,1,0,4.428571,4.714286,4,0,1,0,0,15,11,1,1.166667,7,1
19937,2,0,4,3,0,2,0,0,2,4,2,0,4.428571,4.714286,4,1,0,0,0,12,11,0,0.75,1,1
19938,1,1,5,3,0,1,0,2,11,5,1,2,4.571429,4.714286,4.142857,2,0,0,0,10,11,0,0.6,11,1
19939,4,0,7,4,1,5,0,1,6,6,1,2,4.285714,4.285714,3.714286,4,1,1,1,3,10,1,0.5714286,13,1
19940,1,0,3,4,0,1,1,0,5,3,2,0,4.857143,4.857143,4.142857,11,0,1,1,9,10,0,1.333333,8,1
19941,4,0,7,1,0,1,1,2,4,7,1,2,5.142857,5.142857,4.285714,0,0,0,0,8,9,0,0.1428571,7,1
19942,2,0,4,13,0,3,0,0,3,4,2,0,6.285714,6.285714,4.571429,0,0,1,1,4,10,0,3.25,12,1
19943,2,1,3,8,0,1,0,0,6,3,0,0,6.285714,6.285714,4.428571,6,1,0,0,9,10,1,2.666667,5,1
19944,1,0,4,4,0,1,0,2,9,4,3,0,5.714286,5.714286,3.857143,0,0,0,0,10,10,0,1,1,1
19945,3,0,5,2,0,1,0,3,10,5,1,1,5.428571,5.571429,3.571429,2,0,0,0,0,10,0,0.4,13,1
19946,4,0,4,0,0,4,0,0,13,4,0,0,5.142857,5.428571,3.857143,0,0,0,0,4,10,0,0,6,1
19947,5,0,7,2,1,3,2,1,10,6,2,0,5.714286,6,4.285714,0,0,2,2,8,10,0,0.2857143,8,1
19948,7,0,9,2,1,4,1,0,5,8,2,0,5.428571,5.714286,4,0,1,2,2,24,12,1,0.2222222,4,1
19949,10,0,12,16,3,12,0,0,10,9,0,0,5.285714,5.571429,4.714286,0,2,0,0,4,11,2,1.333333,4,1
19950,2,0,3,4,0,2,0,0,1,3,1,0,5,5.285714,4.571429,0,1,0,0,7,10,1,1.333333,6,1
19951,0,0,0,0,0,0,0,0,5,0,0,0,6.285714,6.714286,5.857143,0,0,0,0,7,13,0,,0,0
19952,3,0,4,2,0,3,0,1,3,4,1,0,6.142857,6.428571,5.714286,0,0,1,1,6,13,0,0.5,8,1
19953,0,0,3,6,0,1,1,1,6,3,3,0,7.142857,7.285714,6.428571,0,1,0,0,3,13,0,2,3,1
19954,6,0,11,15,3,7,1,2,5,8,5,0,7.142857,7.285714,6.714286,10,2,0,0,9,13,2,1.363636,11,1
19955,7,0,7,0,0,2,1,2,10,7,0,0,6.857143,7,6.285714,1,0,1,1,5,14,0,0,9,1
19956,6,1,11,7,4,3,2,3,7,7,4,0,6.285714,6.428571,5.571429,3,1,1,1,3,14,0,0.6363636,7,1
19957,0,0,1,2,0,1,0,0,2,1,1,0,6.857143,7,6,16,0,0,0,14,14,0,2,18,1
19958,5,1,10,10,2,2,2,1,2,8,3,0,5.857143,5.857143,5,1,1,0,0,9,14,1,1,11,1
19959,1,0,2,0,1,1,0,0,7,1,0,1,6.142857,6.142857,5.142857,18,0,0,0,6,14,0,0,7,1
19960,4,0,9,8,2,6,1,1,5,7,4,0,5.428571,5.428571,4.428571,7,2,2,2,10,13,2,0.8888889,9,1
19961,6,2,11,3,0,8,0,1,6,11,2,0,4.428571,4.428571,3.428571,2,2,1,1,5,11,0,0.2727273,13,1
19962,4,1,5,0,0,3,0,2,8,5,0,0,4,4,3.285714,3,0,0,0,3,10,0,0,18,1
19963,1,1,7,11,1,3,0,1,2,6,4,0,3.571429,3.571429,3,0,1,2,2,6,12,0,1.571429,12,1
19964,2,0,5,3,0,4,0,0,1,5,3,0,3.714286,3.714286,3.142857,1,0,0,0,5,14,0,0.6,9,1
19965,1,0,2,1,0,0,1,1,8,2,1,0,4.428571,4.428571,3.571429,1,0,0,0,2,14,0,0.5,2,1
19966,2,0,4,1,0,2,0,2,2,4,1,0,4.428571,4.428571,3.714286,0,1,0,0,8,13,1,0.25,10,1
19967,1,0,4,4,0,3,0,1,12,4,3,0,4,4,3.428571,0,0,0,0,7,13,0,1,15,1
19968,0,0,4,3,0,1,1,1,5,4,3,0,4.285714,4.285714,3.571429,0,1,0,0,1,14,0,0.75,6,1
19969,1,0,2,0,0,2,0,0,8,2,0,1,4.428571,4.428571,3.714286,0,1,0,0,2,13,0,0,9,1
19970,2,1,4,2,0,2,0,2,9,4,1,0,4.857143,4.857143,4.285714,0,0,1,1,11,13,0,0.5,4,1
19971,2,0,6,5,0,3,2,0,2,6,4,0,4.857143,4.857143,4.428571,0,0,2,2,7,11,0,0.8333333,8,1
19972,3,1,7,9,1,2,1,2,9,6,3,0,5.142857,5.285714,5,0,2,1,2,5,12,1,1.285714,6,1
19973,3,0,4,3,1,1,1,1,8,3,0,1,5.142857,5.285714,4.857143,0,0,0,0,9,14,0,0.75,10,1
19974,1,0,1,0,1,1,0,0,4,0,0,0,6.428571,6.571429,6.142857,0,1,0,0,6,15,1,0,5,1
19975,5,0,6,1,1,4,1,1,8,5,1,0,7,7.285714,6.714286,0,0,1,1,12,17,0,0.1666667,8,1
19976,0,0,3,2,1,1,0,1,9,2,3,0,7.285714,7.571429,7,1,0,0,0,6,17,0,0.6666667,11,1
19977,5,0,7,1,0,7,0,0,3,7,1,1,7.142857,7.428571,6.857143,0,0,2,2,10,17,0,0.1428571,14,1
19978,4,0,6,0,2,3,0,2,1,4,1,1,7.428571,7.714286,7,0,2,0,0,29,17,0,0,11,1
19979,5,0,10,7,1,9,1,0,7,9,4,1,6.857143,7,6.285714,0,2,1,1,10,16,0,0.7,5,1
19980,3,0,4,9,2,3,0,1,5,2,1,0,7.428571,7.571429,6.714286,0,2,0,0,11,14,0,2.25,16,1
19981,2,0,10,12,1,6,1,0,5,9,6,1,6.714286,6.857143,6,0,2,0,0,20,13,1,1.2,6,1
19982,3,0,11,20,1,8,1,1,6,10,7,0,5.714286,5.714286,5.142857,0,3,2,2,1,14,1,1.818182,17,1
19983,2,0,5,4,1,3,0,2,4,4,3,0,5.428571,5.428571,4.857143,0,0,0,0,13,12,0,0.8,6,1
19984,3,0,6,10,0,4,0,2,1,6,3,0,5,5,4.428571,0,1,1,1,13,12,1,1.666667,14,1
19985,2,0,8,6,0,3,0,1,9,8,5,0,3.857143,3.857143,3.428571,0,0,0,0,6,9,0,0.75,12,1
19986,5,0,5,1,0,3,2,0,1,5,0,0,4.714286,4.714286,4.285714,0,1,1,2,5,11,0,0.2,1,1
19987,2,2,8,19,2,5,0,2,3,6,2,2,4.857143,4.857143,4.571429,0,1,1,1,14,9,1,2.375,9,1
19988,1,0,5,5,1,3,1,1,10,4,2,2,5,5,4.571429,0,2,0,0,10,9,1,1,11,1
19989,2,1,3,7,0,2,0,1,2,3,0,0,4.857143,4.857143,4.428571,0,1,0,0,13,9,1,2.333333,9,1
19990,1,1,3,2,0,0,0,3,8,3,1,0,6.428571,6.428571,5.857143,0,0,0,0,9,11,0,0.6666667,11,1
19991,2,0,3,3,0,1,0,1,2,3,1,0,7,7,6.428571,0,1,0,0,4,11,0,1,9,1
19992,0,0,0,0,0,0,0,0,7,0,0,0,7.285714,7.428571,6.857143,0,0,0,0,3,11,0,,9,1
19993,7,0,11,7,5,6,1,2,6,6,3,1,6.571429,6.714286,6.285714,0,3,1,1,13,10,1,0.6363636,8,1
19994,4,2,9,15,2,2,1,2,6,7,3,0,5.857143,6,5.714286,0,4,0,0,1,9,4,1.666667,5,1
19995,2,1,6,3,1,3,2,0,9,5,3,0,5.714286,5.857143,5.714286,0,1,0,0,4,9,0,0.5,13,1
19996,2,0,2,0,0,1,0,0,6,2,0,0,6.285714,6.428571,6.285714,0,0,1,1,13,9,0,0,10,1
19997,11,0,14,6,0,9,2,0,9,14,3,0,4.857143,5,5,0,0,4,4,9,8,0,0.4285714,6,1
19998,4,1,7,11,0,4,1,1,5,7,2,0,4.142857,4.285714,4.285714,0,0,2,2,7,8,0,1.571429,5,1
19999,0,2,3,3,2,0,0,1,1,1,1,0,4.571429,4.571429,4.428571,0,0,0,0,5,9,0,1,6,1
20000,4,2,6,14,0,2,0,2,1,6,0,0,4.714286,4.714286,4.428571,0,1,1,1,13,10,0,2.333333,6,1
20001,2,1,4,1,0,2,0,1,0,4,0,1,4.142857,4.142857,3.857143,0,0,0,0,4,10,0,0.25,5,1
20002,2,0,5,5,0,2,0,1,3,5,3,0,3.714286,3.714286,3.285714,0,0,0,0,11,9,0,1,5,1
20003,3,1,6,3,0,4,0,1,3,6,1,1,3.857143,3.857143,3.285714,2,0,0,0,5,9,0,0.5,4,1
20004,3,0,4,4,3,2,0,2,4,1,0,1,4.428571,4.428571,3.571429,0,0,0,0,9,11,0,1,3,1
20005,2,0,2,0,1,1,0,0,1,1,0,0,4.714286,4.714286,3.857143,0,0,1,1,4,11,0,0,8,1
20006,2,0,5,7,3,2,1,1,5,2,3,0,4.142857,4.142857,3.428571,0,1,0,0,9,10,1,1.4,3,1
20007,3,1,7,7,1,2,0,2,7,6,3,0,3.857143,3.857143,3,0,1,1,1,10,10,0,1,2,1
20008,0,0,0,0,0,0,0,0,16,0,0,0,4.142857,4.142857,3.285714,0,0,0,0,10,10,0,,7,1
20009,1,0,2,0,0,2,0,0,10,2,1,0,4.428571,4.428571,3.428571,0,0,2,2,7,10,0,0,3,1
20010,3,0,7,4,4,3,1,1,6,3,3,1,4.285714,4.285714,3.285714,0,0,1,1,5,10,0,0.5714286,6,1
20011,4,0,8,11,3,3,0,1,0,5,4,0,4.714286,4.714286,3.714286,0,1,0,0,7,8,0,1.375,10,1
20012,3,1,4,0,1,1,1,1,2,3,0,0,5.285714,5.285714,4,0,0,1,1,12,10,0,0,8,1
20013,1,0,1,0,0,0,0,1,0,1,0,0,5.714286,5.714286,4.285714,0,0,0,0,4,10,0,0,3,1
20014,3,0,5,2,1,3,0,1,5,4,2,0,5.142857,5.142857,4,0,1,0,0,6,10,1,0.4,1,1
20015,1,0,2,8,1,1,1,0,9,1,0,1,5.571429,5.571429,4.285714,0,0,1,1,6,10,0,4,3,1
20016,2,1,4,4,3,2,0,2,0,1,0,1,5.428571,5.428571,4.285714,0,1,0,0,6,10,1,1,8,1
20017,4,0,6,3,3,1,0,1,2,3,2,0,5.571429,5.714286,4.714286,0,1,0,0,9,12,1,0.5,6,1
20018,9,0,11,8,7,3,0,6,4,4,0,1,4.571429,4.714286,3.857143,1,2,0,0,8,14,1,0.7272727,4,1
20019,2,1,8,16,1,4,0,2,6,7,3,0,3.857143,4,3.285714,0,4,0,0,3,13,0,2,10,1
20020,2,0,4,1,1,2,0,1,7,3,2,0,4,4.142857,3.428571,0,0,1,1,14,12,0,0.25,3,1
20021,0,0,1,0,1,1,0,0,6,0,0,1,5.285714,5.428571,4.428571,0,0,0,0,7,12,0,0,4,1
20022,3,0,5,3,2,1,1,1,4,3,2,0,5.714286,5.857143,5,0,0,1,1,5,12,0,0.6,13,1
20023,2,0,3,0,1,2,1,0,4,2,1,0,5.714286,5.857143,5.142857,0,1,1,1,16,12,0,0,13,1
20024,3,2,8,4,1,1,0,3,3,7,3,0,5.571429,5.571429,4.857143,0,1,0,0,2,10,0,0.5,7,1
20025,2,0,4,0,0,2,0,0,2,4,2,0,5.142857,5.142857,4.571429,1,0,1,1,8,8,0,0,9,1
20026,2,0,3,1,0,2,0,0,4,3,1,0,5.285714,5.285714,4.857143,0,1,1,1,3,9,0,0.3333333,14,1
20027,2,0,5,1,1,5,0,0,3,4,3,0,5.285714,5.285714,5,1,2,0,0,14,9,0,0.2,19,1
20028,8,1,10,36,4,6,1,3,7,6,1,0,4.571429,4.571429,4.428571,0,2,1,1,5,13,1,3.6,3,1
20029,6,1,8,63,1,2,0,2,4,7,0,1,3.857143,4,3.857143,0,1,0,0,5,10,1,7.875,17,1
20030,2,1,3,1,1,1,0,1,2,2,0,0,4,4.142857,4,0,0,0,0,14,10,0,0.3333333,6,1
20031,6,0,6,11,5,2,0,4,1,1,0,0,4.142857,4.285714,3.571429,0,0,0,0,5,11,0,1.833333,8,1
20032,0,0,1,0,0,1,0,0,3,1,1,0,5.285714,5.428571,4.714286,1,0,0,0,7,12,0,0,10,1
20033,3,0,4,2,0,2,0,0,1,4,1,0,5.285714,5.428571,4.571429,0,0,1,1,5,11,0,0.5,7,1
20034,3,0,5,8,2,1,1,2,4,3,1,1,5.571429,5.714286,4.857143,0,2,2,2,7,15,0,1.6,3,1
20035,3,0,5,19,0,1,0,3,2,5,1,0,5.571429,5.714286,4.857143,0,1,1,1,13,12,1,3.8,5,1
20036,4,0,4,0,1,1,0,1,3,3,0,0,5.571429,5.571429,4.714286,0,0,0,0,21,12,0,0,14,1
20037,2,0,4,4,0,4,0,0,4,4,2,0,6,6,5,1,2,0,0,3,13,0,1,17,1
20038,4,1,7,38,4,6,0,0,5,3,1,0,6.857143,6.857143,6.428571,0,4,1,1,9,15,3,5.428571,16,1
20039,3,1,9,9,1,2,4,1,2,8,5,0,5.571429,5.571429,5.142857,1,1,3,3,20,14,1,1,13,1
20040,3,0,4,1,0,4,0,0,8,4,1,0,6.142857,6.142857,5.857143,0,0,1,1,9,14,0,0.25,12,1
20041,3,0,7,5,1,6,0,1,5,6,3,1,6,6,5.571429,0,2,0,0,16,12,0,0.7142857,24,1
20042,4,0,5,4,1,3,1,1,5,4,1,0,5.285714,5.285714,5,0,2,1,1,7,12,0,0.8,2,1
20043,2,0,3,1,0,1,1,0,3,3,1,0,5.285714,5.285714,4.857143,1,0,1,1,15,12,0,0.3333333,6,1
20044,4,0,7,1,1,1,1,3,6,6,1,0,5,5,4.714286,0,0,1,0,6,12,0,0.1428571,19,1
20045,5,0,13,10,2,5,5,3,9,11,7,0,4.428571,4.571429,4,1,1,0,0,3,12,0,0.7692308,21,1
20046,0,0,0,0,0,0,0,0,6,0,0,0,5.142857,5.285714,4.714286,0,0,0,0,7,14,0,,2,1
20047,4,1,8,2,0,4,0,2,2,8,2,1,4,4.142857,3.571429,0,0,1,1,8,13,0,0.25,12,1
20048,4,0,6,3,0,3,1,0,1,6,1,0,3.857143,4,3.428571,0,2,2,2,6,11,0,0.5,11,1
20049,0,0,0,0,0,0,0,0,9,0,0,0,4.428571,4.571429,3.857143,0,0,0,0,8,13,0,,4,1
20050,2,1,3,2,0,1,0,2,4,3,0,0,5,5.142857,4.428571,0,1,0,0,11,13,1,0.6666667,11,1
20051,4,0,5,0,1,2,1,1,5,4,1,0,4.571429,4.714286,4,0,1,0,0,4,13,0,0,15,1
20052,3,0,10,5,2,6,1,2,4,8,6,0,4,4,3.571429,0,1,0,0,1,13,1,0.5,23,1
20053,2,0,5,5,0,2,0,1,5,5,3,0,3.857143,3.857143,3.428571,0,1,1,1,10,11,1,1,6,1
20054,0,0,0,0,0,0,0,0,3,0,0,0,4.714286,4.714286,4.142857,1,0,0,0,13,11,0,,4,1
20055,4,0,5,4,0,2,1,0,4,5,1,0,4.428571,4.428571,4,0,0,0,0,6,11,0,0.8,8,1
20056,3,1,4,2,1,2,0,2,6,3,0,0,4.428571,4.428571,4.142857,0,0,0,0,8,11,0,0.5,3,1
20057,5,0,7,3,0,2,2,2,2,7,1,1,4,4,3.571429,0,0,1,1,4,10,0,0.4285714,11,1
20058,0,0,2,1,0,1,0,1,6,2,1,0,4,4,3.571429,0,0,1,1,7,10,0,0.5,17,1
20059,0,1,5,7,1,2,1,0,3,4,4,0,3.714286,3.714286,3.285714,0,1,0,0,8,10,0,1.4,15,1
20060,3,0,4,2,0,1,0,1,2,4,1,0,3.714286,3.714286,3.142857,0,0,0,0,9,11,0,0.5,19,1
20061,5,1,6,7,2,4,0,0,0,4,0,0,3.428571,3.428571,2.857143,0,1,1,1,12,10,1,1.166667,19,1
20062,2,1,3,1,1,1,1,1,2,2,0,0,3.142857,3.142857,2.571429,1,0,0,0,5,9,0,0.3333333,7,1
20063,2,1,4,1,0,2,0,2,8,4,0,0,3.571429,3.571429,2.857143,0,0,0,0,4,7,0,0.25,2,1
20064,2,0,4,11,2,4,0,0,6,2,1,1,3.571429,3.571429,3.142857,0,2,0,0,11,7,2,2.75,10,1
20065,1,0,2,0,0,1,0,0,8,2,0,1,4,4.142857,3.714286,0,0,1,1,7,9,0,0,12,1
20066,1,0,3,2,0,3,0,0,0,3,2,0,3.857143,4,3.571429,0,1,0,0,7,10,0,0.6666667,13,1
20067,2,1,4,1,0,2,1,0,6,4,1,0,3.571429,3.714286,3.428571,0,0,1,1,11,10,0,0.25,19,1
20068,3,0,4,1,2,1,1,1,4,2,1,0,3.285714,3.428571,3.142857,0,0,0,0,10,9,0,0.25,7,1
20069,1,0,1,0,0,0,0,0,1,1,0,0,4,4.142857,3.285714,0,0,0,0,5,10,0,0,4,1
20070,3,1,7,11,2,3,0,3,8,5,2,0,3.857143,4,3.142857,0,2,1,1,15,11,1,1.571429,5,1
20071,1,0,4,1,1,3,1,0,4,3,2,1,4.285714,4.428571,3.428571,0,1,1,1,5,14,1,0.25,6,1
20072,4,0,6,0,0,5,1,0,9,6,1,1,4.142857,4.142857,3.142857,0,0,2,2,2,13,0,0,9,1
20073,0,1,2,158,0,2,0,0,4,2,0,1,5,5,4,0,1,0,0,6,12,1,79,14,1
20074,1,1,2,1,0,1,0,0,6,2,0,0,5.142857,5.142857,4.142857,0,1,0,0,5,13,1,0.5,13,1
20075,1,0,2,4,1,1,1,0,4,1,1,0,5.142857,5.142857,4.285714,0,1,0,0,5,13,1,2,38,1
20076,1,0,6,63,1,6,0,0,4,5,2,0,4.714286,4.714286,4.428571,0,0,0,0,4,13,0,10.5,36,1
20077,4,0,6,4,1,4,2,0,9,5,1,1,4.571429,4.714286,4.142857,0,0,3,3,27,13,0,0.6666667,8,1
20078,4,0,7,25,2,3,2,1,5,5,2,0,3.714286,3.857143,3.428571,0,0,2,2,10,13,0,3.571429,36,1
20079,0,1,4,14,0,2,0,2,2,4,3,0,3.857143,4,3.428571,1,1,0,0,3,11,1,3.5,33,1
20080,4,0,8,2,0,2,2,2,2,8,4,0,4.285714,4.428571,3.571429,0,0,2,2,7,10,0,0.25,31,1
20081,2,0,3,0,1,2,1,0,6,2,1,0,4.285714,4.428571,3.428571,0,0,1,1,10,9,0,0,3,1
20082,1,0,2,1,2,0,0,1,3,0,1,0,4.428571,4.714286,3.714286,0,1,0,0,6,9,1,0.5,19,1
20083,1,0,3,2,0,2,0,0,5,3,2,0,4.571429,4.857143,3.714286,0,0,0,0,5,12,0,0.6666667,34,1
20084,1,0,6,26,2,4,0,2,5,4,4,1,4.428571,4.571429,3.714286,0,0,1,1,4,13,0,4.333333,3,1
20085,0,0,1,0,1,0,0,0,18,0,0,0,5.285714,5.428571,4.428571,0,0,0,0,3,14,0,0,25,1
20086,5,0,5,1,2,2,1,1,6,3,0,0,5.142857,5.285714,4.428571,0,0,0,0,7,12,0,0.2,28,1
20087,4,0,11,10,4,9,0,2,4,7,2,3,4,4.142857,3.571429,0,3,2,2,8,11,2,0.9090909,21,1
20088,0,0,3,1,1,2,0,0,7,2,1,1,4.285714,4.428571,4,0,0,0,0,12,11,0,0.3333333,25,1
20089,1,0,4,2,0,2,0,2,6,4,1,2,4.857143,4.857143,4.285714,0,0,1,1,8,13,0,0.5,17,1
20090,2,0,4,3,0,3,0,0,6,4,2,0,5.571429,5.571429,4.714286,0,0,1,1,5,15,0,0.75,5,1
20091,2,0,4,1,2,2,0,1,6,2,1,0,6.571429,6.571429,5.714286,0,0,0,0,10,13,0,0.25,8,1
20092,3,1,7,6,3,2,0,4,7,4,0,2,5.857143,5.857143,5.142857,0,4,0,0,11,13,3,0.8571429,14,1
20093,4,0,4,2,2,2,0,1,8,2,0,0,5.714286,5.714286,4.857143,0,1,1,1,12,15,0,0.5,25,1
20094,0,0,3,3,0,2,0,1,5,3,2,1,6.857143,6.857143,6,0,0,0,0,6,15,0,1,23,1
20095,2,0,5,5,1,1,1,1,9,4,3,0,6.428571,6.428571,5.571429,0,1,0,1,6,14,0,1,25,1
20096,4,0,7,9,1,6,0,1,3,6,3,0,6.428571,6.428571,5.571429,0,1,3,4,21,13,0,1.285714,8,1
20097,6,0,9,28,4,5,0,1,4,5,3,0,6.142857,6.142857,5.714286,0,1,2,2,6,12,0,3.111111,16,1
20098,4,1,11,6,1,4,3,1,7,10,5,0,4.714286,4.714286,4.285714,0,1,0,0,9,12,1,0.5454546,2,1
20099,2,0,2,0,1,1,0,0,3,1,0,0,5.142857,5.142857,4.714286,0,0,1,1,12,12,0,0,13,1
20100,1,0,3,8,0,1,0,1,7,3,2,0,5.285714,5.285714,4.714286,0,0,1,1,8,12,0,2.666667,11,1
20101,6,1,11,8,1,9,0,0,10,10,3,0,4.714286,4.714286,4.142857,0,0,5,5,4,10,0,0.7272727,11,1
20102,1,0,2,5,0,2,0,0,3,2,1,0,4.857143,4.857143,4.285714,0,0,0,0,3,10,0,2.5,8,1
20103,3,0,7,1,1,6,0,0,3,6,4,0,4.285714,4.285714,3.571429,0,0,2,2,11,10,0,0.1428571,17,1
20104,5,1,7,9,1,2,0,5,12,6,1,0,4,4,3.142857,0,2,3,3,4,11,2,1.285714,24,1
20105,1,0,1,0,1,1,0,0,4,0,0,0,4.285714,4.285714,3.571429,0,0,0,0,10,12,0,0,2,1
20106,2,0,5,5,0,3,0,1,8,5,3,0,4.142857,4.142857,3.428571,0,0,0,0,6,12,0,1,15,1
20107,1,0,4,11,1,3,0,1,2,3,3,0,4,4,3.571429,0,1,0,0,5,12,1,2.75,10,1
20108,6,1,7,1,0,3,0,3,3,7,0,0,4,4,3.571429,0,3,1,4,8,11,0,0.1428571,16,1
20109,1,0,3,2,1,3,0,0,1,2,2,0,4.142857,4.142857,3.571429,1,0,0,0,7,11,0,0.6666667,16,1
20110,1,0,3,0,0,2,0,1,2,3,2,0,4.142857,4.142857,3.857143,0,0,1,1,11,11,0,0,9,1
20111,4,0,5,0,2,4,0,0,0,3,0,0,3.857143,3.857143,3.714286,0,0,3,3,6,12,0,0,20,1
20112,3,0,3,2,1,1,0,0,3,2,0,0,3.571429,3.571429,3.428571,0,0,1,1,9,12,0,0.6666667,5,1
20113,4,0,4,0,0,2,0,0,4,4,0,0,3.714286,3.714286,3.428571,0,0,2,2,13,12,0,0,1,1
20114,1,1,3,7,0,2,0,1,4,3,1,0,3.857143,3.857143,3.571429,0,0,1,1,11,12,0,2.333333,13,1
20115,6,0,7,0,1,4,1,0,6,6,0,1,4.571429,4.571429,4.285714,0,0,0,0,7,13,0,0,28,1
20116,1,0,4,0,0,2,0,1,4,4,1,1,4.857143,4.857143,4.571429,3,0,2,2,3,13,0,0,18,1
20117,2,0,3,1,0,3,0,0,7,3,1,0,4.714286,4.714286,4.428571,0,0,2,2,9,13,0,0.3333333,2,1
20118,3,0,3,62,0,0,0,0,3,3,0,0,4.857143,4.857143,4.571429,0,1,0,0,18,11,0,20.66667,16,1
20119,0,1,1,2,0,1,0,0,5,1,0,0,5.571429,5.571429,5.285714,0,0,1,1,15,10,0,2,2,1
20120,2,0,5,4,0,2,2,0,3,5,2,1,5.428571,5.428571,5.285714,0,0,2,2,6,10,0,0.8,16,1
20121,2,0,4,1,0,4,0,0,3,4,1,1,5.571429,5.571429,5.285714,0,0,2,2,7,10,0,0.25,16,1
20122,6,3,12,16,2,7,1,0,7,10,2,1,4.285714,4.285714,3.714286,0,4,1,1,8,7,2,1.333333,17,1
20123,4,1,6,3,0,4,0,2,5,6,1,0,3.714286,3.714286,3.142857,0,0,1,1,4,8,0,0.5,15,1
20124,0,1,2,0,0,1,0,1,4,2,1,0,3.714286,3.714286,3.142857,0,0,1,1,2,8,0,0,10,1
20125,1,0,4,2,0,2,1,1,5,4,2,1,3.714286,3.714286,3.142857,0,0,2,2,11,10,0,0.5,5,1
20126,6,0,6,0,1,4,1,1,4,5,0,0,3.714286,3.714286,3.142857,0,0,4,4,8,10,0,0,3,1
20127,3,1,4,4,2,1,0,0,5,2,0,0,4.857143,4.857143,3.857143,0,1,0,0,6,11,0,1,11,1
20128,3,1,5,2,3,1,0,2,4,2,0,1,4.714286,4.714286,3.857143,0,2,0,0,3,13,0,0.4,4,1
20129,2,0,3,16,1,2,1,0,3,2,1,0,5.142857,5.142857,4.285714,0,0,2,2,11,13,0,5.333333,22,1
20130,1,0,2,1,1,1,0,1,3,1,1,0,5.571429,5.571429,4.857143,0,0,0,0,12,12,0,0.5,15,1
20131,2,0,2,0,0,1,0,0,4,2,0,0,5.428571,5.428571,4.714286,0,0,1,1,13,12,0,0,14,1
20132,3,0,4,28,0,2,0,0,6,4,0,1,5.428571,5.428571,4.571429,0,2,0,0,5,11,2,7,15,1
20133,2,2,6,2,1,4,1,0,4,5,2,0,6.285714,6.285714,5.285714,0,1,2,2,1,14,0,0.3333333,5,1
20134,9,1,12,13,1,10,1,0,2,11,1,0,5.714286,5.714286,4.857143,0,0,6,6,18,14,0,1.083333,19,1
20135,3,0,4,1,0,2,0,1,5,4,0,1,5.428571,5.428571,4.571429,0,0,1,1,3,12,0,0.25,10,1
20136,4,0,6,11,1,5,0,1,3,5,2,0,5.571429,5.571429,4.714286,0,1,2,2,5,13,0,1.833333,16,1
20137,3,0,5,6,0,2,0,1,4,5,1,1,4.857143,4.857143,4,0,2,0,0,6,13,0,1.2,17,1
20138,1,0,1,2,0,1,0,0,4,1,0,0,5.428571,5.428571,4.428571,0,0,0,0,8,14,0,2,13,1
20139,3,0,4,0,0,2,2,0,0,4,1,0,5.285714,5.285714,4.428571,0,0,1,1,1,16,0,0,12,1
20140,6,2,12,5,2,6,0,3,1,10,4,0,4.428571,4.428571,3.571429,0,0,2,2,1,14,0,0.4166667,2,1
20141,6,0,8,4,1,4,0,2,2,7,2,0,4.571429,4.571429,3.857143,1,0,3,3,8,12,0,0.5,21,1
20142,1,1,2,2,0,0,0,0,3,2,0,0,4.571429,4.571429,3.857143,0,0,0,0,3,11,0,1,6,1
20143,5,0,7,2,0,4,1,1,3,7,2,0,3.857143,3.857143,3.428571,0,0,3,3,12,9,0,0.2857143,13,1
