date,tmean2_mir,prec_mir,wind,gusts,lnprec,tmean2iraq,gustsiraq,tmean2israel,gustsisrael,gusts_karachi,precisrael,preciraq,above
18657,10.1,0,5.6,14.04,0,14.16,51.12,8.84,48.24,37.08,11.5,2.1,0
18658,12.46,0,7.44,15.12,0,14.94,35.64,7.16,49.32,52.2,3.3,1.7,0
18659,14.68,0,9.86,14.04,0,12.77,46.44,7.91,29.16,44.64,13.8,0,0
18660,15.76,0,10.01,18.36,0,9.14,32.4,5.59,20.52,25.92,0.2,9.3,0
18661,13.85,3.1,14.54,16.92,1.410987,7.59,31.32,8.47,17.28,18.36,0,0,0
18662,11.6,3.7,13.77,11.88,1.547562,9.25,17.28,12.38,39.24,32.4,0.1,1.6,0
18663,11.08,1.3,12.81,14.76,0.8329091,9.23,21.96,11,21.96,35.28,0,0.2,0
18664,9.98,17.3,13.14,12.6,2.906901,8.67,23.04,11.45,20.16,46.44,0,0,0
18665,8.94,0,9.69,20.52,0,10.35,8.28,12.29,35.64,57.24,4.2,0,0
18666,8.08,0,11.27,20.16,0,8.46,24.48,10.29,33.12,18.36,0.3,0.1,0
18667,9.76,0,13.77,16.92,0,11.19,26.64,9.64,25.92,33.48,0,0,0
18668,9.26,0,16.47,17.64,0,12.91,12.6,9.1,26.28,19.08,0.2,0,0
18669,7.41,10.6,8.66,13.32,2.451005,13.45,50.4,7.43,28.08,38.88,0.4,0.7,0
18670,7.8,10.6,11.71,14.76,2.451005,8.67,48.24,7.92,12.96,23.76,0,0,0
18671,7.45,12.5,9.74,9.72,2.60269,10.86,11.16,7.06,23.04,23.04,0,0,0
18672,7.57,0.1,10.1,16.56,0.0953102,12.58,8.64,9.56,12.6,14.76,0,0,0
18673,7.91,0,14.21,15.48,0,13.93,48.96,13.36,43.56,12.24,0.2,0,0
18674,10.4,0,11.52,10.08,0,15.2,60.48,10.39,45,24.48,3.1,0.3,0
18675,9.34,0,10.77,11.88,0,15.36,25.56,10.16,39.6,26.28,0,0.1,0
18676,7.84,7.5,10.3,10.44,2.140066,15.49,12.6,13.27,7.2,24.12,0,0,0
18677,9.76,3,8.93,12.96,1.386294,16.02,34.92,14.83,42.48,20.52,0,0,0
18678,10.51,0.3,6.85,15.84,0.2623643,17.3,84.6,9.41,61.2,13.68,3.8,0,0
18679,9.86,0,11.15,18.36,0,16.68,22.68,8.83,50.04,39.24,0,0.2,0
18680,10.37,3,10.36,12.24,1.386294,17.95,28.08,12.63,10.44,35.28,0,0,0
18681,9.39,4.9,8.05,9,1.774952,18.09,18.36,15.04,22.68,21.24,0,0,0
18682,10.33,0,8.76,10.44,0,18.58,12.6,15.72,20.88,27.36,0,0,0
18683,9.54,0.4,10.34,9.72,0.3364722,20,34.2,13.53,52.2,28.08,0,0,0
18684,7.89,0,10.55,15.12,0,18.72,59.4,8.75,47.52,34.2,0,0.7,0
18685,7.59,0.2,13.09,18.72,0.1823216,17.83,10.8,10.7,21.6,36.36,0,0,0
18686,5.59,5.5,11.64,10.44,1.871802,18.29,46.08,10.06,33.84,28.44,0,0,0
18687,8.06,4.7,9.41,19.44,1.740466,15.67,46.08,10.17,19.44,25.92,0,0,0
18688,7.71,13.5,9.95,10.44,2.674149,15.53,28.08,11.72,15.84,19.08,0,0,0
18689,8.79,9,11.16,14.04,2.302585,13.98,40.68,14.75,15.84,35.64,0,0,0
18690,9.77,7.6,11.28,42.12,2.151762,12.82,30.96,15.61,22.68,23.76,0,0,1
18691,8.97,2,12.38,13.68,1.098612,14.54,21.6,14.34,21.6,17.28,0,0,0
18692,9.82,4.5,13.88,12.96,1.704748,15.54,15.84,18.14,46.08,33.12,0,0,0
18693,12.63,1.9,11.01,12.6,1.064711,17.75,78.12,10.83,48.24,26.28,0.1,0,0
18694,11.95,0,15.02,19.44,0,19.35,75.24,9.88,33.48,27.72,0,1.5,0
18695,13.25,0,18.7,23.04,0,20.56,50.76,9.42,58.32,18.72,1.6,0.5,0
18696,16,0,13.77,15.48,0,18.55,43.56,6.86,38.16,22.68,0.5,0,0
18697,16.57,0,10.98,19.44,0,17.98,33.48,8.71,25.92,22.32,0,0,0
18698,18.44,0,12.45,20.52,0,18.75,36.72,9.07,22.32,22.32,0.1,0,0
18699,19.31,0,16.07,16.92,0,17.65,43.2,9.72,24.84,23.04,0,0,0
18700,21.41,0,14.55,17.64,0,15.46,25.92,9.67,20.52,26.64,0,0,0
18701,22.9,0,13.8,37.44,0,15.2,29.16,12.84,15.84,26.64,0,0,1
18702,24.03,0,11.42,37.44,0,15.84,35.28,13.42,16.2,21.6,0,0,1
18703,23.53,0,16.28,40.32,0,18.31,28.08,14.55,14.04,24.84,0,0,1
18704,21.3,0,16.82,41.76,0,20.75,21.6,16.1,16.92,40.32,0,0,1
18705,18.7,0,13.55,46.44,0,22.62,21.24,17.1,16.92,45.36,0,0,1
18706,15.7,0,16.6,34.92,0,25.25,15.12,17.92,30.96,36.36,0,0,1
18707,18.27,0,14.03,29.52,0,25.35,25.92,15.91,27,25.92,0,0,1
18708,19.81,0,12.24,23.04,0,25.41,29.52,12.37,27.72,27.72,0,0.1,0
18709,20.45,0,12.46,22.68,0,22.84,38.16,11.21,23.04,23.76,2.4,0,0
18710,21,0.1,11.68,29.52,0.0953102,20.45,29.52,9.99,26.28,32.04,3.7,0,1
18711,21.24,0.7,14.24,29.88,0.5306283,15.54,24.12,10.18,22.68,31.68,3.2,6.1,1
18712,22.5,3.4,12.95,35.64,1.481605,18.88,29.16,11.71,15.48,37.8,0,0,1
18713,22.96,10.8,16.26,46.8,2.4681,20.63,26.64,12.88,23.04,38.52,0,0,1
18714,19.99,9,11.37,45,2.302585,21.59,17.64,11.35,25.2,37.44,0,0,1
18715,17.83,0,9.98,40.68,0,22.92,16.56,12.38,19.08,33.48,0,0,1
18716,18.26,0.5,11.83,48.6,0.4054651,22.91,16.92,13.78,20.52,29.52,0,0,1
18717,20.03,2.3,13.12,31.32,1.193922,23.35,20.52,17.08,20.52,29.88,0,0,1
18718,17.98,0.3,6.53,23.76,0.2623643,24.97,23.76,20.49,16.92,33.84,0,0,0
18719,15.84,0,13.2,25.92,0,26.74,23.04,19.1,30.96,38.52,0,0,0
18720,17.01,0,14.77,29.16,0,26.82,43.56,15.88,38.88,31.32,0,0,1
18721,17.33,0,13.22,40.32,0,26.59,47.52,11.66,30.6,26.64,7.1,1.9,1
18722,15.57,0,11.61,47.88,0,23.51,38.52,11.45,25.2,25.92,0,0,1
18723,17.47,0.5,12.79,41.4,0.4054651,23.82,30.96,12.13,15.84,28.08,0,0.1,1
18724,19.75,1.8,12.17,21.24,1.029619,23.35,18,13.77,18.72,28.44,0,0,0
18725,19.64,8.6,8.85,23.04,2.261763,24.41,33.48,16.05,41.04,30.96,0.4,0.1,0
18726,19.45,4.8,14.69,27,1.757858,24.69,40.32,13.01,25.2,34.56,0,0,0
18727,16.14,11.5,11.2,29.88,2.525729,24.45,40.68,14.65,42.84,30.96,0,0,1
18728,17.07,1.7,7.87,12.96,0.9932518,23.23,32.04,15.92,37.44,31.68,0,0,0
18729,19.29,0.2,11.66,14.4,0.1823216,23.99,47.52,11.96,46.08,26.64,0,0,0
18730,21.59,0.5,11.14,23.76,0.4054651,18.26,42.48,12.49,18,29.88,0.1,0,0
18731,22.82,7.9,13.07,19.44,2.186051,19.2,28.08,14.38,24.48,27.36,0,0,0
18732,20.57,10.6,7.7,22.68,2.451005,22.33,25.2,17.06,23.76,33.48,0,0,0
18733,19.88,1.3,11.56,11.88,0.8329091,26.15,20.52,21.58,16.56,37.8,0,0,0
18734,18.82,2,7.56,18.72,1.098612,27.59,21.96,23.54,21.24,32.04,0,0,0
18735,19.87,0,11.82,24.48,0,29.14,16.2,23.82,22.32,29.16,0,0,0
18736,20.44,0,11.92,23.04,0,29.8,30.24,16.22,28.44,24.84,0,0,0
18737,22.07,0,12.67,29.88,0,30.67,41.76,13.29,29.52,23.04,0,4.4,1
18738,22.98,0,10.58,30.24,0,28.9,39.24,12.89,28.8,26.28,0,6.1,1
18739,24.44,0,12.13,23.4,0,26.28,54,11.68,28.44,28.08,1.3,11.4,0
18740,26.14,0,14.22,18.72,0,24.82,36.36,13.29,22.32,31.68,0,0,0
18741,27.53,0,14.26,20.52,0,25.48,33.12,14.46,25.92,32.76,0,0.5,0
18742,28.88,0,14.13,23.76,0,27.98,35.28,13.09,21.24,30.96,0,0.6,0
18743,29.97,0,15.9,23.4,0,27.03,26.64,15.2,17.64,25.92,0,2.3,0
18744,29.66,0.2,14.63,22.32,0.1823216,25.23,30.6,19.98,15.48,29.52,0,0,0
18745,28.63,0.4,11.76,20.16,0.3364722,26.98,22.32,19.74,32.4,32.4,0.7,0,0
18746,26.58,0.1,9.06,17.28,0.0953102,29.95,34.2,18.54,27,35.64,2.8,1.2,0
18747,27.12,0.5,10.72,17.28,0.4054651,29.04,52.2,14.14,23.04,30.6,0.2,6.2,0
18748,27.45,0.2,14.01,16.56,0.1823216,24.98,34.92,15.71,21.96,32.76,0,0.1,0
18749,29.28,0.4,13.57,24.12,0.3364722,25.17,24.12,19.87,37.08,39.24,0,0.2,0
18750,29.93,1,14.57,19.44,0.6931472,25.76,32.4,17.73,24.12,39.24,0,0.6,0
18751,29.85,0.7,14.46,18.72,0.5306283,25.3,32.04,21.46,66.6,42.84,0,0,0
18752,27.87,6.2,8.56,18.72,1.974081,28.53,40.68,24.34,29.52,36.72,4.1,0,0
18753,25.33,1.6,12.55,30.24,0.9555115,26.65,64.08,17.28,34.92,32.76,0,0,1
18754,25.75,0.4,10.39,31.32,0.3364722,28.22,61.92,13.97,32.4,29.88,0,0.9,1
18755,26.95,2.3,12.59,26.64,1.193922,27.47,33.12,13.33,28.08,40.32,0,1.8,0
18756,27.38,1.4,12.37,18,0.8754687,27.34,32.76,14.4,27.72,42.48,0,0,0
18757,27.31,4.8,13.88,28.8,1.757858,29.13,33.12,14.24,33.12,43.92,0,0,1
18758,27.13,1.9,11.8,23.04,1.064711,30.4,33.12,18.69,13.68,42.12,0,0,0
18759,27.06,2.9,11.58,21.24,1.360977,30.24,30.96,16.64,41.4,39.96,0,0,0
18760,27.8,0.6,11.42,20.16,0.4700036,27.5,35.28,12.97,34.2,37.44,0,0,0
18761,29.38,0,11.2,23.4,0,25.65,30.6,11.88,34.56,40.32,0,0.1,0
18762,31.72,0.4,9.64,17.64,0.3364722,25.16,31.32,13.97,25.92,42.84,0,0,0
18763,31.98,0,11.11,20.16,0,28.1,35.64,17.33,38.16,34.56,0,0.2,0
18764,32.72,6.4,11.2,18.72,2.00148,28.2,33.84,19.57,36.72,30.6,0.1,8.7,0
18765,32.03,1.5,12.2,19.8,0.9162908,31.13,29.16,18.72,34.56,36,0,4.7,0
18766,32.11,0,10.39,20.16,0,33,44.64,19.71,26.28,40.68,0,1.5,0
18767,30.7,0,13.09,22.32,0,31.96,23.76,22.46,36,54.36,0,0,0
18768,30.93,1.1,12.97,32.76,0.7419373,32.19,50.04,19.08,19.44,46.08,0,0,1
18769,29.18,0,13.07,22.32,0,29.87,47.88,19.46,31.68,29.88,0,0,0
18770,29.55,2.5,10.58,23.76,1.252763,29.47,33.84,19.52,34.92,28.44,0,0,0
18771,30.91,21.8,12.67,22.68,3.12676,30.39,25.2,19.84,33.84,34.56,0,0,0
18772,29.93,8.6,9.03,20.52,2.261763,30.95,27.72,20.72,35.64,38.16,0,0,0
18773,27.47,11.2,10.08,12.24,2.501436,31.56,25.92,23.31,30.6,38.52,0,0,0
18774,28.04,7.9,8.56,18,2.186051,31.94,27.36,26.65,69.48,39.24,0.3,0,0
18775,29.35,13.6,6.25,15.84,2.681021,33.4,19.44,20.47,61.56,40.68,0.9,0,0
18776,30.65,5.4,9.61,21.24,1.856298,34.81,31.32,18.06,30.96,45.36,0,0,0
18777,31.67,0,10.8,22.32,0,37.36,16.56,19.25,23.4,45,0,0,0
18778,30.67,0,12.98,25.2,0,37.73,29.16,20.11,38.52,46.08,0,0,0
18779,28.65,1.1,15.84,25.56,0.7419373,38.2,22.32,17.1,36.36,43.56,0,0,0
18780,25.45,2.7,8.49,18,1.308333,33.2,51.84,16.78,34.56,34.56,0,0,0
18781,27.8,0.4,9.34,25.56,0.3364722,31.23,35.64,19.35,27.72,29.52,0,0,0
18782,29.58,4.5,11.84,25.2,1.704748,33.2,18.72,20.54,37.44,33.48,0,0,0
18783,31.15,9.5,11.45,17.64,2.351375,34.9,12.24,19.5,37.08,33.48,0,0,0
18784,32.12,0.5,11.2,19.08,0.4054651,36.13,30.24,19.74,21.96,31.68,0,0,0
18785,33.13,1.2,9.6,17.64,0.7884574,36.02,54.36,21.93,36.72,35.28,0,0,0
18786,32.51,0,11.37,27.36,0,37.26,13.68,22.1,34.56,31.32,0,0.3,0
18787,31.75,0,13.91,22.32,0,34.81,46.44,23.37,31.68,28.44,0,0,0
18788,31.82,7.4,12.4,22.32,2.128232,33.27,47.88,25.07,30.6,33.12,0,0,0
18789,31.2,4.5,9.45,25.56,1.704748,33.25,49.32,19.99,36.72,34.92,0,0,0
18790,29.43,3.2,10.52,21.6,1.435085,31.46,49.68,18.7,34.56,29.88,0,0,0
18791,30.7,5,8.63,16.2,1.791759,32.05,29.88,17.83,38.16,26.64,0,0,0
18792,33.17,3.4,11.45,24.12,1.481605,30.74,16.92,18.63,28.8,29.52,0,0,0
18793,34.62,0,10.44,34.56,0,31.31,33.12,20.42,24.48,38.16,0,0,1
18794,33.28,0,9.73,23.76,0,32.29,36.36,19.63,37.44,38.16,0,0,0
18795,31.85,0,14.48,26.64,0,34.06,54.72,18.97,42.48,34.56,0,0,0
18796,32.07,0,12.67,22.32,0,34.08,38.16,18.51,37.44,36.72,0,0,0
18797,32.73,0.1,13,25.92,0.0953102,34.23,36.36,18.89,29.52,30.6,0,0,0
18798,32.17,0.1,12.12,23.04,0.0953102,33.51,35.28,20.85,25.56,36.72,0,0,0
18799,33.21,0,11.42,23.04,0,34.13,36.36,22.18,37.8,36.72,0,0,0
18800,33.61,1.8,9.95,21.96,1.029619,34.68,37.44,22.72,34.2,39.6,0,0,0
18801,33.79,2.4,10.66,17.28,1.223776,35.1,52.2,23.45,34.56,40.68,0,0,0
18802,34.79,1.6,11.8,19.8,0.9555115,35.66,34.2,22.39,35.64,43.2,0,0,0
18803,35.44,0,12.02,25.92,0,35.17,43.56,22.47,34.56,45.36,0,0,0
18804,34.69,0,13.93,28.44,0,35.69,39.96,21.84,35.28,39.96,0,0,1
18805,32.67,0,10.67,31.68,0,38.06,17.28,21.93,29.52,29.52,0,0,1
18806,31.54,3.8,12.78,25.92,1.568616,35.51,19.8,20.01,36.72,37.44,0,0,0
18807,30.45,5.7,11.39,20.16,1.902107,34.69,46.8,17.95,35.64,32.76,0.1,0,0
18808,30.42,11.9,8.65,19.08,2.557227,32.64,50.76,18.52,36,34.2,0,0,0
18809,30.16,2.2,10.8,20.16,1.163151,31.34,60.12,19.13,33.84,33.12,0,0,0
18810,29.99,3.8,10.76,17.64,1.568616,32.43,51.12,20.03,31.32,28.08,0,0,0
18811,28.73,0.8,8.48,10.08,0.5877867,33.15,54,21.37,32.4,26.28,0,0,0
18812,30.15,0,8.7,16.92,0,33.78,51.48,21.15,34.2,27,0,0,0
18813,31.59,0.1,10.81,19.44,0.0953102,34.23,43.92,20.86,26.28,29.88,0,0,0
18814,32.37,0.1,10.88,17.28,0.0953102,35.35,17.28,23.15,23.4,27.72,0,0,0
18815,32.3,0.9,11.27,25.2,0.6418539,36.39,34.92,23.08,36.36,36.36,0,0,0
18816,29.81,14.8,9.08,18.72,2.76001,36.96,51.84,25.36,20.52,38.16,0,0,0
18817,29.08,22.6,8.89,16.2,3.161247,37.95,54,27.52,23.04,40.68,0,0,0
18818,29.81,0.3,8.02,18.72,0.2623643,37.35,45,25.92,31.68,36.72,0,0,0
18819,31.25,0.1,10.02,21.96,0.0953102,37.92,36.36,25.4,30.6,40.32,0,0,0
18820,32.43,0,10.32,19.8,0,38.61,12.6,25.26,29.88,37.8,0,0,0
18821,33.7,0,10.13,20.88,0,39.22,12.24,25.22,28.08,35.64,0,0,0
18822,33.79,0.7,11.65,20.16,0.5306283,40.1,11.88,25.29,32.4,31.32,0,0,0
18823,30.44,17.6,10.74,17.28,2.923162,38.54,38.52,24.43,33.12,26.64,0,0,0
18824,28.81,34.1,9.63,16.2,3.558201,35.82,52.92,23.01,33.84,25.92,0,0,0
18825,29.15,14,7.56,17.64,2.70805,34.43,48.96,23.46,35.64,29.88,0,0,0
18826,30.48,8,7.95,15.84,2.197225,35.95,25.56,24,34.92,34.2,0,0,0
18827,31.86,0.2,8.79,19.8,0.1823216,37.21,13.68,25,32.04,43.56,0,0,0
18828,32.72,0,10.72,22.32,0,37.7,28.8,25.13,33.12,47.88,0,0,0
18829,32.59,0.2,11.45,19.44,0.1823216,37.23,22.68,26.42,29.52,39.96,0,0,0
18830,32.77,0,11.52,25.2,0,37.05,28.08,25.92,34.2,34.92,0,0,0
18831,32.52,0,11.99,25.92,0,36.54,33.84,21.23,36.36,29.52,0,0,0
18832,31.4,1.5,11.74,19.8,0.9162908,37.04,35.28,23.14,23.76,33.84,0,0,0
18833,29.7,3.2,10.26,15.84,1.435085,37.53,12.96,28.11,30.6,27,0,0,0
18834,30.16,1.2,9.47,14.76,0.7884574,37.51,29.88,27.29,30.96,32.4,0,0,0
18835,29.71,3.8,10.36,18,1.568616,37.6,54,25.11,34.2,26.64,0,0,0
18836,29.29,8.4,9.41,15.12,2.24071,37.61,51.48,25.12,21.96,36.36,0,0,0
18837,30.11,2,8.72,17.28,1.098612,39.98,11.88,26.9,17.64,37.8,0,0,0
18838,30.16,2.4,9.12,16.2,1.223776,39.7,15.48,27.74,34.92,32.04,0,0,0
18839,30.82,2,9.69,16.92,1.098612,40.14,34.92,25.01,39.6,33.84,0,0,0
18840,32.02,7,11.28,24.84,2.079442,40.45,37.44,24.35,40.68,32.76,0,0,0
18841,33.32,0,11.41,21.96,0,40.47,33.12,23.32,36,28.44,0,0,0
18842,33.47,0,11.62,21.6,0,40.18,37.08,23.67,35.64,25.56,0,0,0
18843,32.71,0,12.62,21.6,0,38.01,51.84,23.04,30.96,28.8,0,0,0
18844,32.51,0,14.51,21.6,0,36.64,50.04,22.26,28.44,30.96,0,0,0
18845,31.68,6.6,12.5,17.64,2.028148,35.7,51.48,22.22,34.2,37.08,0,0,0
18846,31.15,6.6,12.56,24.12,2.028148,36.44,33.12,23.16,32.76,37.44,0,0,0
18847,30.34,0,12.31,22.32,0,37.14,33.84,22.86,36.36,27.36,0,0,0
18848,30.14,0.2,12.54,21.96,0.1823216,35.77,47.88,22.9,33.12,30.6,0,0,0
18849,29.56,1,10.24,14.76,0.6931472,36.56,34.56,23.55,32.04,26.28,0,0,0
18850,29.43,3,10.17,18.72,1.386294,36.98,27.72,23.38,30.6,34.92,0,0,0
18851,27.64,13.6,12.27,19.08,2.681021,37.81,29.88,21.95,34.56,33.48,0,0,0
18852,27.82,3.8,11.45,12.96,1.568616,37.08,26.64,21.33,32.76,27.72,0,0,0
18853,28.15,0,11.4,17.28,0,34.66,32.4,21.09,25.92,25.92,0,0,0
18854,29.18,0.2,10.74,17.64,0.1823216,35.51,27.72,22.64,33.12,27.36,0,0,0
18855,29.53,0,8.91,22.32,0,35.2,39.96,21.47,32.4,28.08,0,0,0
18856,29.6,1.4,10.14,22.32,0.8754687,35.08,37.08,21.71,33.48,24.84,0,0,0
18857,28.88,3.9,8.51,17.64,1.589235,35.07,47.16,21.96,32.76,23.76,0,0,0
18858,29.41,2.4,9.65,15.84,1.223776,34.35,49.32,22.71,31.68,21.6,0,0,0
18859,29.78,1.8,9.94,15.12,1.029619,35.72,33.48,24.54,29.16,24.84,0,0,0
18860,29.62,0,8.94,17.28,0,37.73,23.4,24.24,32.4,27.36,0,0,0
18861,30.93,0,9.4,16.92,0,37.99,34.2,24.39,33.84,27,0,0,0
18862,31.79,0,9.74,19.44,0,36.48,33.84,24.38,35.28,34.56,0,0,0
18863,31.6,0,11.53,17.28,0,35.31,38.16,23.34,35.28,36.36,0,0,0
18864,29.43,6.4,12.25,15.48,2.00148,34.59,27.72,22.17,33.48,33.84,0,0,0
18865,30.02,1.5,10.57,15.12,0.9162908,36.27,27.36,23.73,26.28,27,0,0,0
18866,29.15,5.3,10.15,16.2,1.84055,35.55,22.32,23.44,33.48,26.28,0,0,0
18867,27.28,10.8,9.8,18,2.4681,35.05,29.88,22.31,32.04,19.44,0,0,0
18868,27.75,1.7,6.43,12.6,0.9932518,33.3,30.24,20.84,29.88,13.68,0,0,0
18869,27.99,1.2,9.02,13.32,0.7884574,32.5,29.16,20.7,30.6,44.28,0,0,0
18870,28.04,0.1,4.96,11.52,0.0953102,34.63,13.68,20.48,33.48,55.08,0,0,0
18871,27.2,2.1,8.42,21.24,1.131402,33.77,29.88,21.09,37.8,31.68,0,0,0
18872,26.14,24.8,9.33,17.28,3.250375,33.13,28.08,20.12,28.44,30.96,0,0,0
18873,28.72,3.7,8.52,15.12,1.547562,34.07,23.4,22.5,21.6,36.72,0,0,0
18874,29.3,0,9.96,19.44,0,35.01,23.76,23.57,34.92,43.2,0,0,0
18875,29.07,0,8.31,13.68,0,36.04,20.16,22.19,33.12,50.76,0,0,0
18876,29.67,0,9.77,17.64,0,35.92,18,22.39,35.64,26.28,0,0,0
18877,29.33,0,11.42,17.28,0,34.04,32.04,21.55,32.04,26.64,0,0,0
18878,29.11,6.9,12.58,17.64,2.066863,33.13,33.48,21.53,30.24,23.76,0,0,0
18879,27.93,4.7,10.71,15.84,1.740466,34.65,16.92,21.72,33.84,23.4,0,0,0
18880,27.78,5.7,8.69,14.76,1.902107,34.08,28.8,20.65,26.28,10.08,0,0,0
18881,28.86,6.8,8.68,16.56,2.054124,32.67,35.64,22.63,23.76,13.68,0,0,0
18882,28.02,4.4,9.1,16.2,1.686399,32.54,30.24,22.49,31.68,20.52,0,0,0
18883,27.84,1.7,7.16,11.88,0.9932518,32.28,30.24,23.09,29.52,25.2,0,0,0
18884,27.84,3.1,7.21,12.6,1.410987,31.37,28.08,22.57,26.28,17.28,0,0,0
18885,26.49,3.3,8.21,19.08,1.458615,31.35,27.72,22.12,19.08,23.4,0,0,0
18886,25.5,1.3,8.87,13.68,0.8329091,31.69,33.48,22.57,21.24,26.64,0,0,0
18887,25.28,0.5,8.01,17.28,0.4054651,32.3,27.72,23.18,24.48,25.92,0,0,0
18888,26.03,0.8,8.94,22.68,0.5877867,32.87,25.56,24.72,19.8,28.44,0,0,0
18889,24.84,2.4,8.49,14.76,1.223776,33.44,17.28,21.77,40.32,26.64,0,0,0
18890,26.23,0.3,10.18,21.96,0.2623643,33.87,33.84,20.32,25.56,21.96,0,0,0
18891,26.31,0,10.11,24.12,0,31.23,49.32,22.17,20.16,23.76,0,0,0
18892,26.14,0.1,12.24,21.6,0.0953102,31.52,16.2,22.23,24.84,23.04,0,0,0
18893,26.13,0.3,11.86,24.12,0.2623643,32.77,19.08,20.93,32.76,24.84,0,0,0
18894,26.12,0,12.03,22.32,0,31.91,32.76,18.73,24.48,27.72,0,0,0
18895,26.05,0,13.01,24.84,0,30.97,16.2,19.64,21.96,24.84,0.5,0,0
18896,26.01,0,11.06,20.16,0,31.74,14.76,20.68,25.56,28.08,0,0,0
18897,27.04,0,11.05,21.96,0,31.71,31.32,20.94,32.04,27.36,0,0,0
18898,26.94,0,11.28,21.6,0,31.25,34.56,20.85,28.44,29.16,0,0,0
18899,26.62,0.1,13.06,24.84,0.0953102,30.75,15.84,20.41,33.48,27,0,0,0
18900,26.46,0,12.19,24.12,0,31.55,15.84,19.79,29.88,26.64,0,0.5,0
18901,27.14,0,10.49,24.84,0,28.14,46.44,18.88,27,28.08,0,0,0
18902,26.98,0,11.48,19.8,0,26.14,21.96,19.34,24.48,30.24,0,0,0
18903,27.11,0,10.71,20.52,0,26.79,13.68,19.71,28.08,32.76,0,0,0
18904,26.32,0,10.93,24.12,0,27.24,20.88,19.27,29.52,33.12,0,0,0
18905,24.95,0.9,11.34,21.6,0.6418539,26.01,29.16,19.14,32.76,29.52,0,0,0
18906,24.03,2.8,10.06,20.52,1.335001,26.07,22.68,18.93,33.48,30.96,0,0,0
18907,22.66,8.9,11.16,19.8,2.292535,27.77,11.88,18.91,32.76,32.76,0,0,0
18908,22.92,2.8,11.45,23.04,1.335001,28.26,11.88,19.78,28.44,31.68,0,0,0
18909,22.68,2.5,10.52,18.72,1.252763,28.41,22.68,24.52,12.24,22.32,0,0,0
18910,22.92,2,8.83,20.16,1.098612,28.25,25.2,28.14,22.32,21.6,0,0,0
18911,23.61,0.8,7.2,16.92,0.5877867,28.91,11.16,25.76,23.4,20.52,0,0,0
18912,24.33,0.1,7.13,12.6,0.0953102,30.22,27.72,18.34,38.16,20.52,0,0,0
18913,24.71,2.9,8.15,18.72,1.360977,27.89,38.88,17.27,23.04,20.88,0,0,0
18914,22.99,0,9.89,19.8,0,28.07,38.88,18.38,21.96,19.44,0,0,0
18915,22.89,0,10.33,18,0,29.12,12.24,18.53,31.32,16.92,0,0,0
18916,22.05,0,10.72,18,0,31.14,11.16,17.8,29.16,19.08,0,0,0
18917,22.05,0,10.79,19.08,0,30.87,16.92,18.67,18.72,19.08,0,0,0
18918,22.13,0,10.43,19.8,0,29.23,30.6,19.8,21.6,18,0,0,0
18919,22.31,0,11.07,20.16,0,26.66,48.24,15.74,32.76,18.36,0,0,0
18920,21.83,0,11.73,19.8,0,21.44,42.84,15.7,20.52,23.04,0,0,0
18921,20.98,0.2,11.93,16.92,0.1823216,18.87,31.32,19.73,19.44,21.24,0,0,0
18922,18.53,9.8,10.09,15.48,2.379546,20.19,25.2,20.11,28.8,21.96,0,0,0
18923,18.64,1.9,10.43,17.64,1.064711,22.55,11.88,17.79,24.12,23.04,0,0,0
18924,18.68,0,9.3,16.92,0,24.98,7.92,17.53,29.88,21.96,0,0,0
18925,18.87,0,9.09,17.28,0,24.82,15.84,17.06,28.08,15.84,0,0.6,0
18926,19.13,0,8.92,16.2,0,22.19,34.56,16.03,28.44,25.2,0,0.1,0
18927,20.05,0,9.55,16.92,0,23.06,13.68,15.46,26.28,36.72,0,2,0
18928,20.01,0,9.61,18.72,0,25.39,28.8,15.98,37.08,14.04,0,1.8,0
18929,19.36,0,10.04,16.2,0,22.92,45,14.64,30.24,12.96,0,6.6,0
18930,19.33,0,9.52,15.48,0,20.51,25.56,13.78,22.68,17.64,0,0,0
18931,19.08,0,9.98,20.16,0,21.15,10.08,13.24,29.16,17.28,0,0,0
18932,18.25,0,10.65,17.64,0,19.97,21.96,14.08,21.96,19.44,0,0,0
18933,17.94,0.1,12.01,17.64,0.0953102,18.21,18.36,14.97,25.2,22.32,0,0,0
18934,18.11,1.4,10.9,17.28,0.8754687,18.3,12.6,14.32,32.04,31.32,0,0,0
18935,18.3,1.6,11.42,18.36,0.9555115,20.46,36.72,12.54,32.04,20.88,0.2,0.1,0
18936,18.54,0,10.34,18,0,21.13,43.92,12.2,32.04,10.44,0,2.8,0
18937,19.13,0,9.01,17.28,0,17.33,39.6,13.26,29.52,16.56,0,0,0
18938,19.53,0,8.96,18.36,0,16.22,25.56,13.2,30.96,19.8,0,0,0
18939,18.96,0,11.03,14.76,0,16.09,18.36,13.55,19.44,23.04,0,0,0
18940,18.69,0.2,10.32,14.04,0.1823216,14.32,14.04,15.05,12.96,37.44,0,0,0
18941,17.85,5.9,8.64,9,1.931521,15.36,9.72,16.56,12.24,35.64,0,0,0
18942,19.01,0,6.15,12.96,0,17.34,7.56,17.38,15.84,23.76,0,0,0
18943,18.05,0,8.64,16.92,0,18.18,15.48,17.89,16.56,23.4,0,0,0
