date,tmean2_mir,prec_mir,wind,gusts,lnprec,tmean2iraq,gustsiraq,tmean2israel,gustsisrael,gusts_karachi,precisrael,preciraq,above
17125,16.2,0,11.61,31.68,0,15.64,32.76,13.78,16.56,16.2,0,0,1
17126,16.37,3.9,9.64,33.12,1.589235,15.62,18.72,13.03,15.12,24.84,0,0,1
17127,13.8,0,11.01,24.84,0,15.74,12.6,12.25,12.6,27,0,0,0
17128,11.73,0,9.89,12.96,0,16.13,16.92,13.29,10.44,18.72,0,0,0
17129,10.85,0,11.62,17.64,0,16.42,23.76,14.27,16.56,15.12,0,0,0
17130,11.53,0,9.95,18.72,0,16.12,24.48,14.22,22.68,21.96,0,0,0
17131,10.96,0,11.51,27,0,15.92,22.32,12.39,28.08,13.32,0,0,0
17132,13.51,0,7.97,23.4,0,15.91,21.96,13.29,24.12,21.24,0,0,0
17133,11.87,0,6.66,24.84,0,16.41,12.96,12.12,10.08,17.64,0,0,0
17134,11.31,0,9.31,32.76,0,16.75,11.88,12.37,12.24,15.84,0,0,1
17135,12.61,0,8.35,19.8,0,15.69,12.24,12.28,12.6,31.32,0,0,0
17136,12.92,0,8.48,34.2,0,15.31,24.12,12.04,12.96,14.04,0,0,1
17137,11.94,0.1,8.19,65.88,0.0953102,13.39,26.64,11.02,16.92,28.08,0,0,1
17138,9.84,3,12.13,46.44,1.386294,12.78,37.08,10.76,26.28,34.92,0,0,1
17139,7.05,9,9.06,12.96,2.302585,13.61,25.56,11.49,23.76,42.48,0,0,0
17140,7.92,0.5,5.98,15.12,0.4054651,16.1,18.36,9.94,12.24,14.76,0,0,0
17141,6.85,0,15.35,18.36,0,14.77,20.52,12.35,8.28,19.8,0,0,0
17142,6.99,0,25.38,19.44,0,17.03,19.44,12.64,10.08,29.88,0,0,0
17143,8.51,0,23.01,23.76,0,14.18,11.52,10.72,13.68,25.56,0,0,0
17144,12.04,0,13.18,18.36,0,14.87,13.68,11.92,33.12,30.96,0,0,0
17145,13.06,0,11.63,16.2,0,15.04,20.88,11.47,24.12,23.76,0,0,0
17146,10.8,0,7.26,12.96,0,14.82,19.8,10.23,18,25.2,0,0.1,0
17147,11.57,0,7.01,18.72,0,13.39,20.16,10.67,11.52,34.92,0,0,0
17148,12.73,0,6.45,31.32,0,14.82,16.2,12.19,10.08,30.96,0.2,0,1
17149,12.8,0,9.38,20.16,0,13.71,15.48,11.37,12.96,34.2,0,0,0
17150,14.25,0,9.06,17.64,0,14,19.08,9.76,25.56,31.32,0,0,0
17151,11.7,0,17.43,23.04,0,15.47,23.04,7.77,36.72,26.28,0,0,0
17152,12.29,0,17.6,20.52,0,12.94,19.08,6.78,15.12,30.96,0,0.2,0
17153,13.78,0,15.58,18.36,0,11.82,23.04,8.41,13.68,14.04,0,0,0
17154,13.82,0,10.81,18.72,0,13.31,20.88,9.45,14.76,16.56,0,0,0
17155,13.07,0,5.19,24.84,0,14.14,10.08,10.05,16.56,15.48,0,0,0
17156,13.22,0,3.82,12.96,0,14.24,9.36,10.79,21.24,30.96,0,0,0
17157,10.53,0,10.74,13.32,0,15.1,7.92,11.01,19.8,38.88,0,0,0
17158,11.19,0,12.31,16.92,0,12.88,20.16,9.96,28.44,41.04,2.7,6.9,0
17159,11.11,0,15.95,27.36,0,11.62,22.68,7.61,9,32.76,0,0,0
17160,8.22,3.8,12.81,26.64,1.568616,10.22,20.88,7.58,13.32,27.36,0,0,0
17161,9.55,0,7,13.68,0,10.3,34.2,8.4,27.36,14.04,7.3,0,0
17162,7.09,0,23.52,19.08,0,12.66,38.16,6.72,41.4,36,20.9,0.8,0
17163,10.54,0,12.63,16.56,0,8.51,35.28,5.75,30.96,29.16,0,0,0
17164,11.37,0,10.42,17.28,0,6.62,20.16,7.36,12.24,18.36,0,0,0
17165,11,0,10.53,74.88,0,6.18,28.44,8.93,11.52,25.92,0,0,1
17166,10.35,0,11.07,18,0,6.78,28.44,8.74,13.32,25.92,1.8,0,0
17167,6.13,0,23.3,20.88,0,6.44,30.96,8.66,15.84,17.64,0,0,0
17168,4.31,0,30.43,19.08,0,6.95,29.16,8.53,13.32,27.72,0,0,0
17169,5.49,0,26.72,21.96,0,8.02,26.28,9.68,12.6,14.76,0,0,0
17170,4.86,0,32.28,28.08,0,10.87,15.48,10.08,10.08,20.16,0,0,1
17171,5.02,0,28.71,24.84,0,13.32,54,9.97,50.4,16.2,5.3,1.5,0
17172,6.08,0,26.34,24.48,0,13.58,45.72,9.78,40.32,29.88,6.2,0,0
17173,8.09,0,15.42,16.56,0,12.36,14.76,10.03,26.28,33.84,0.5,0,0
17174,8.6,0,12.14,17.64,0,10.48,19.44,9.31,20.52,30.24,0,1.9,0
17175,10.62,0,10.87,23.4,0,11.43,19.44,9.46,13.32,14.04,0,0,0
17176,7.54,0,19.14,18,0,10.17,20.88,8.75,14.04,16.92,0,0,0
17177,7.61,0,21.52,18,0,11.53,17.64,7.57,11.88,25.2,0,0,0
17178,6.21,0,21.39,20.16,0,10.85,23.76,9,10.8,16.92,0.1,14,0
17179,5.75,0,19.23,19.8,0,11.84,20.88,9.16,13.68,15.48,0,4.7,0
17180,8.21,0,9.18,28.08,0,12.38,14.76,8.82,15.48,19.8,0,0,1
17181,10.43,0,9.01,19.8,0,11.6,19.44,9.43,13.32,30.6,0,0,0
17182,9.47,0,12.97,27.36,0,10.87,24.84,9.44,21.24,24.48,0,0,0
17183,8.7,0,10.52,36,0,9.99,28.44,9.23,14.76,18.36,0,0,1
17184,9.1,2.5,9.66,30.96,1.252763,11.76,16.92,8.88,12.6,19.8,0,0,1
17185,6.65,0,15.56,21.24,0,12.09,13.32,9.6,15.12,21.6,0,0,0
17186,6.3,0,29.49,19.08,0,12.19,43.2,9.92,43.92,19.8,11,0,0
17187,7.67,0,25.34,18.72,0,11.82,57.6,8.69,45.72,24.12,5,7.2,0
17188,10.1,0,19.2,15.12,0,12.95,25.56,9.5,9.72,20.52,0,0.3,0
17189,12.8,0,12.82,32.4,0,12.22,28.44,9.85,23.76,10.8,0,0,1
17190,14.87,0,12.51,24.12,0,14.13,19.8,9.51,21.6,21.24,0,0,0
17191,14.51,0,16.93,18,0,15.47,7.92,9.93,16.56,27.72,0,0,0
17192,11.57,0,21.8,28.44,0,14.79,12.24,11.16,15.12,30.24,0,0,1
17193,12.1,0,19.89,22.68,0,14.75,15.12,11.84,14.04,18.72,0,0,0
17194,12.66,0,16.02,17.28,0,14.8,58.68,12.59,47.52,30.6,0.5,0,0
17195,12.06,0,18.46,21.24,0,15.35,52.2,8.8,55.44,31.32,0,0.8,0
17196,12.63,0,17.14,22.68,0,12.38,30.24,8.82,34.2,32.04,0.8,0,0
17197,14.3,0,15.14,19.08,0,13.09,38.52,9.57,29.88,29.16,0.2,0,0
17198,15.07,0,16.39,15.84,0,12.88,27.72,9.31,12.6,20.88,0,0,0
17199,16.37,0,11.73,27,0,12.53,25.92,8.91,24.48,20.52,0,0,0
17200,15.02,0,8.43,22.68,0,16.29,42.84,9.64,39.24,23.76,7.9,3.8,0
17201,13.92,0,7.8,22.32,0,16.13,46.8,7.39,40.32,23.04,1.8,2.2,0
17202,13.32,2.2,10.49,23.04,1.163151,14.54,34.56,9.97,38.88,33.84,1,0,0
17203,14.58,0,5.88,16.2,0,16.31,54.72,8.09,38.52,30.24,8.1,0,0
17204,13.19,0,11.65,18,0,14.8,30.24,7.72,22.68,19.8,0,0.1,0
17205,13.57,1.4,10.19,18.72,0.8754687,12.91,31.32,9.37,14.04,20.52,0,0,0
17206,7.46,49.2,11.8,19.8,3.916015,14.14,23.76,10.98,17.28,19.44,0,0,0
17207,5.28,42.3,11.91,28.8,3.768153,17.16,17.64,10.65,15.48,25.92,0,0,1
17208,8.17,8.7,7.4,13.32,2.272126,15.96,22.68,10.94,11.52,31.32,0,0,0
17209,9.99,5.2,8.46,9,1.824549,16.11,20.52,12.46,31.68,23.4,0,0,0
17210,11.44,0,8.21,10.8,0,16.59,17.28,10.44,26.64,19.44,0.8,1.1,0
17211,11.33,0,10.23,16.56,0,17.28,16.92,12.03,24.48,22.32,0,0,0
17212,10.46,0.3,6.33,8.28,0.2623643,18,19.8,10.61,38.88,34.56,2.5,0,0
17213,10.98,0,8.12,12.96,0,15.92,24.12,10.04,20.88,18.36,0,1.6,0
17214,11.13,1.2,6.25,19.08,0.7884574,16.06,11.88,11.59,14.4,21.96,0,0,0
17215,8.22,9.9,8.18,25.2,2.388763,17.82,23.4,9.68,21.24,25.2,0.7,0,0
17216,11.39,0,9.55,32.04,0,16.35,29.88,10.09,12.96,21.96,0,0,1
17217,10.44,5.3,8.46,11.88,1.84055,15.87,30.24,12.76,16.92,33.48,0,0,0
17218,11.75,4.3,6.56,34.2,1.667707,17.58,15.12,14.16,25.56,19.08,0,0,1
17219,10.59,0,11.38,25.92,0,16.29,30.24,12.47,21.6,14.4,0,1.3,0
17220,11.28,0,18.67,17.28,0,17.07,18.72,14.93,12.6,31.32,0,0,0
17221,11.89,0,15.98,16.92,0,20.14,49.68,16.54,42.84,21.96,0,0,0
17222,13.53,0,10.6,24.12,0,20.18,44.64,11.9,37.44,21.24,0.1,0,0
17223,12.64,4,10.52,40.68,1.609438,19.68,20.88,10.35,28.08,29.52,0.5,0.2,1
17224,10.14,2.4,11.77,14.4,1.223776,18.25,19.08,11.08,14.4,37.08,0,0,0
17225,12.29,0.3,6.53,15.12,0.2623643,17.89,15.84,12.14,24.48,28.44,0,0,0
17226,10.88,0,12.71,29.52,0,16.64,32.76,10.29,29.52,28.08,1.2,0.7,1
17227,11.39,0,16.93,50.4,0,17.47,34.92,10.74,13.68,21.96,0,0,1
17228,10.31,5.5,12.34,31.68,1.871802,19.19,18.36,11.87,19.08,28.8,0,0,1
17229,12.53,0.6,8.88,28.44,0.4700036,20.15,23.76,12.23,18.72,21.6,0,0,1
17230,12.34,0,8.12,16.56,0,21.01,45,12.49,32.4,25.2,0,0,0
17231,12.86,0,14.88,33.12,0,19.27,50.76,11.19,28.44,21.96,0,0,1
17232,14.74,0,14.02,16.2,0,16.34,28.08,10.92,13.68,28.8,0,0,0
17233,14.98,3.3,13.59,36,1.458615,19.17,19.8,14,18.72,32.04,0,0,1
17234,11.91,10.1,10.12,15.84,2.406945,21.02,16.56,11.73,16.92,30.6,0,0,0
17235,13.26,3.8,10.07,16.2,1.568616,19.5,30.96,14.98,16.56,23.04,0,0,0
17236,7.74,29.2,9.2,14.04,3.407842,19.26,27.36,17.15,39.24,29.52,0,0,0
17237,9.23,5,3.68,11.16,1.791759,22.78,32.04,12.41,29.52,24.84,0,0,0
17238,10.37,1.4,7.1,17.64,0.8754687,22.05,39.6,11.49,39.96,19.8,0,0,0
17239,12.29,1.3,10.64,26.64,0.8329091,19.64,30.6,9.97,43.2,20.52,0,0,0
17240,14.13,0,8.06,40.68,0,19.16,35.64,7.54,39.24,15.48,17.4,0,1
17241,16.42,0,9.91,34.2,0,16.66,32.4,9.12,24.84,20.52,0.4,0.6,1
17242,19.1,0,11.33,34.56,0,17.63,23.04,9.68,29.52,25.56,1.1,0,1
17243,17.75,0,8.34,38.52,0,16.61,26.28,10.17,17.64,30.24,0,0,1
17244,15.57,7.5,13.39,32.76,2.140066,17.51,21.6,10.78,18.36,37.8,0,0,1
17245,16.6,2,13.3,28.08,1.098612,18.84,30.24,12.59,29.16,34.56,0,0,1
17246,15.96,0.2,9,18.72,0.1823216,21.23,26.28,14.16,16.92,33.12,0,0,0
17247,16.09,0,9.94,21.6,0,20.87,25.2,16.94,33.84,19.44,0,0,0
17248,18.93,0,10.65,22.32,0,21.94,19.44,20.6,53.28,35.28,0.1,0,0
17249,17.75,0,14.91,23.4,0,23.32,40.68,14.78,45,24.48,0.4,0,0
17250,18.11,0,15.01,27.72,0,22.06,37.8,10.93,26.28,24.12,0,1.7,0
17251,20.08,0,13.78,36,0,21.37,27.36,10.89,30.6,26.28,0,0.1,1
17252,22.5,0,12.39,26.28,0,19.6,29.52,10.97,19.08,30.96,0,7.5,0
17253,24.27,1,13.61,34.2,0.6931472,20.43,24.48,11.21,20.52,27,0,0,1
17254,24.19,0.1,12.2,29.52,0.0953102,20.36,25.2,12.19,23.04,28.08,0,0,1
17255,23.74,2.4,13.86,37.8,1.223776,20.65,31.68,13.66,17.64,35.28,0,0,1
17256,21.7,6.5,16.26,41.4,2.014903,21.01,18.72,15.91,31.32,38.88,0.4,0,1
17257,19.76,1.4,11.98,37.08,0.8754687,23.31,50.4,12.57,29.16,31.68,0.4,0.8,1
17258,17.45,0,12.12,29.16,0,20.33,45.72,11.92,21.96,23.76,0,0.1,1
17259,19.82,0,14.01,41.04,0,20.77,32.04,11.2,21.24,25.2,0,0,1
17260,21.77,2.7,6.88,26.28,1.308333,22.08,45.72,12.83,17.28,30.96,0,0,0
17261,22.33,0.1,11.56,34.2,0.0953102,22.07,33.84,19.18,21.24,38.52,0,0,1
17262,22.54,0.5,11.78,30.96,0.4054651,25.02,44.64,19.2,24.48,38.88,0,0,1
17263,22.38,1.1,11.91,24.12,0.7419373,25.65,42.48,20.49,43.92,31.68,1.1,0,0
17264,23.33,1,9.62,21.24,0.6931472,28.47,39.96,14.99,29.16,30.96,0,0.6,0
17265,24.01,0,12.81,26.28,0,25.74,37.08,12.69,21.6,27.72,0,0,0
17266,25.54,0,11.13,19.44,0,24.18,37.44,12.07,24.84,30.96,0,10.9,0
17267,26.63,0,14.61,22.68,0,21.78,48.6,12.29,24.84,28.08,0.2,12.2,0
17268,27.18,0,15.27,27.72,0,21.72,23.4,13.53,25.56,22.32,0,0,0
17269,27.75,0,16.13,26.28,0,23.63,31.32,12.48,24.48,23.76,0.9,0,0
17270,28.35,0,14.62,22.32,0,19,35.28,13.03,32.76,23.76,0.3,7.5,0
17271,29.5,0,16.45,17.28,0,20.05,27.72,13.64,25.92,28.08,0,3.3,0
17272,29.87,0.4,9.55,22.32,0.3364722,23.44,41.76,14.36,20.52,29.52,0,0,0
17273,27.94,1.4,11.36,20.52,0.8754687,26.81,28.08,18.76,37.8,22.32,1,0,0
17274,25.36,3.4,11.24,13.32,1.481605,28.16,56.16,14.37,39.96,24.12,0,0,0
17275,25.53,3.3,12.06,20.88,1.458615,24.28,50.4,12.75,28.8,29.88,0,0,0
17276,26.36,1,13.92,23.4,0.6931472,23.46,42.48,12.5,23.4,33.12,0,0,0
17277,27.8,0.5,15.35,32.76,0.4054651,24.21,30.24,15.69,17.64,39.96,0,0,1
17278,27.23,1.2,14.59,32.4,0.7884574,24.92,32.4,21.43,14.4,33.12,0,0,1
17279,26.18,1.1,12.01,18,0.7419373,27.07,27.72,22.1,48.24,30.96,0,0,0
17280,26.53,0,11.49,43.2,0,29.09,56.16,14.72,28.08,26.64,0,2.5,1
17281,26.93,0,12.66,31.32,0,26.1,37.44,15.77,20.52,31.32,0,0,1
17282,27.05,0,14.33,25.92,0,26.52,39.6,20.18,28.08,27,0,0,0
17283,29.08,0,14.47,26.28,0,23.39,40.68,19.09,26.28,27.36,0,3.4,0
17284,29.57,0,17.37,26.64,0,28.53,29.16,18.42,21.96,33.48,0,0,0
17285,30.31,0,18.13,22.32,0,28.99,49.32,15.42,36,31.32,0,6.3,0
17286,30.98,0.2,13.31,20.88,0.1823216,25.77,47.16,14.72,20.88,26.28,0,1.5,0
17287,30.02,0.1,14.37,27,0.0953102,26.13,31.68,16.15,19.8,25.56,0,0,0
17288,30.95,0,13.55,23.76,0,30.09,28.8,21.27,12.6,35.28,0,0,0
17289,30.67,1.3,17.78,29.52,0.8329091,32.4,21.24,25.77,29.88,32.4,4.7,0,1
17290,29.05,0.7,15.98,27.36,0.5306283,32.39,28.08,20.01,27,24.12,1.6,0,0
17291,29.51,0.5,12.31,37.8,0.4054651,32.91,31.68,19.35,16.2,28.44,0,0.1,1
17292,30.47,0,13.8,25.92,0,33.76,26.28,24.11,19.8,22.32,0,0,0
17293,30.96,1.2,18.13,34.56,0.7884574,33.14,30.96,24.39,22.32,21.24,0,0,1
17294,28.63,5.8,14.5,32.04,1.916923,32.87,35.64,24.07,24.48,18.72,0,0,1
17295,28.27,1.1,11.19,27,0.7419373,35.36,23.4,21.8,24.84,45,0,0,0
17296,28.15,4.7,11.55,23.04,1.740466,35.56,35.28,26.11,47.52,47.16,0,0,0
17297,29.06,0,13.84,29.52,0,35.68,39.96,21.77,37.44,49.32,3,0,1
17298,29.27,0,13.67,27,0,36.04,51.84,16.48,23.4,43.92,0.6,1.2,0
17299,30.31,0,14.7,25.92,0,33.04,37.44,18.49,28.08,41.4,0,0,0
17300,31.56,0,15.26,29.52,0,30.43,33.48,19.15,22.32,42.12,0,0,1
17301,32.67,0.2,13.9,21.24,0.1823216,32.52,24.48,20.29,25.56,45,0,0,0
17302,31.99,5.1,11.75,20.52,1.808289,33.52,40.32,20.26,20.16,42.12,0,0.6,0
17303,30.97,1.8,14.08,26.64,1.029619,30.74,42.48,19.24,24.12,32.76,0,4.4,0
17304,30.91,2.7,12.95,34.2,1.308333,29.99,28.08,19.98,21.24,30.24,0,0.6,1
17305,28.77,0.4,18.49,43.92,0.3364722,31,26.28,23.53,13.68,29.52,0,0,1
17306,28.79,0.8,19.91,50.76,0.5877867,32.26,30.96,22.14,29.16,29.88,0,0,1
17307,27.41,0,16.94,28.8,0,33.6,35.64,18.77,21.24,37.44,0,0,1
17308,27.54,0.2,13.51,22.68,0.1823216,35.2,30.96,16.9,25.2,41.4,0,0,0
17309,28.67,0.2,13.82,30.6,0.1823216,36.75,21.6,18.3,25.2,42.48,0,0,1
17310,27.85,0,15.19,29.16,0,37.35,38.16,22.26,19.44,48.6,0,0,1
17311,26.96,1.8,13.58,27.36,1.029619,39.19,17.64,19.84,25.2,42.84,0,0,0
17312,25.75,0,11.54,21.24,0,38.84,20.16,19.77,25.56,36,0,0,0
17313,26.09,0,11.48,14.4,0,39.29,32.4,21.57,33.84,26.28,0,0,0
17314,26.2,1.5,8.08,17.28,0.9162908,38.26,25.2,19.52,21.96,28.8,0,0.2,0
17315,26.93,2,11.04,23.4,1.098612,36.63,28.08,23.56,32.4,30.24,0,0,0
17316,26.86,0.9,11.85,26.28,0.6418539,36.09,35.28,22.22,29.16,33.48,0,2.7,0
17317,28.52,0,12.97,33.84,0,36.14,42.12,18.96,28.08,29.88,0.2,0.2,1
17318,30.01,0.4,17.36,34.56,0.3364722,37.25,35.64,17.36,25.56,37.44,0,0,1
17319,31.16,0,16.65,20.16,0,36.13,28.8,17.31,21.96,42.12,0,0,0
17320,30.05,3.1,10.84,25.56,1.410987,35.2,26.64,18.98,19.44,33.84,0,0,0
17321,29.09,2,8.94,28.44,1.098612,35.73,31.68,20.21,21.24,28.08,0,0,1
17322,29.36,0.7,11.71,39.6,0.5306283,35.76,34.92,21.61,24.84,21.96,0,0,1
17323,29.99,0,13.24,45.72,0,36.37,27,23.7,24.84,28.44,0,0,1
17324,32.33,0,14.68,25.56,0,38.23,23.4,18.42,28.44,30.6,0,0,0
17325,35.12,0,15.2,37.8,0,38.05,25.92,18.3,24.48,42.12,0,0,1
17326,34.89,0,15.6,42.84,0,35.43,34.2,20.12,24.12,48.96,0,0,1
17327,36.75,0,15.26,36.36,0,34.14,36,26.48,31.32,48.6,0,0,1
17328,35.34,0,17.42,29.16,0,35.74,37.8,20.74,28.08,46.8,0,0,1
17329,35.6,0,16.32,30.96,0,36.89,35.64,19.36,23.76,37.44,0,0,1
17330,35.71,0,16.04,29.88,0,34.76,43.92,19.74,28.8,32.4,0,0,1
17331,34.46,0,16.02,24.48,0,35.53,43.56,20.04,20.16,34.2,0,0,0
17332,31.76,0.3,14.75,39.6,0.2623643,35.98,47.52,19.66,25.56,29.88,0,0,1
17333,29.89,2.9,10.52,33.84,1.360977,36.93,44.64,19.58,24.84,25.92,0,0,1
17334,29.17,2.4,14.01,34.92,1.223776,37.91,44.64,20.09,26.28,24.84,0,0,1
17335,28.91,0.6,12.96,29.52,0.4700036,37.05,40.68,20.97,26.28,24.12,0,0,1
17336,29.29,1,15.04,25.92,0.6931472,36.91,32.4,21.79,25.2,21.96,0,0,0
17337,31.35,0,11.92,23.4,0,36.26,33.48,22.95,27.36,22.68,0,0,0
17338,32.63,0,13.02,23.04,0,36.37,40.68,22.91,28.08,21.96,0,0,0
17339,32.79,0.8,8.03,11.52,0.5877867,36.56,34.56,23.31,25.56,25.2,0,0,0
17340,33.24,0,9.49,21.96,0,35.48,34.2,24.68,26.64,23.4,0,0,0
17341,32.91,0,11.08,17.64,0,37.11,36.36,24.73,25.56,41.04,0,0,0
17342,32.87,0.2,11.01,16.56,0.1823216,37.06,33.48,24.82,27,41.76,0,0,0
17343,32.09,1,9.71,20.16,0.6931472,36.24,35.28,25.05,32.4,27.36,0,0,0
17344,31.46,0.2,7.63,16.2,0.1823216,35.89,37.8,24.88,26.28,24.84,0,0,0
17345,30.94,11.9,4.73,15.84,2.557227,37.95,21.96,26.06,28.08,23.04,0,0,0
17346,28.88,1.8,7.74,19.08,1.029619,39.02,24.12,25.58,33.12,17.28,0,0,0
17347,27.83,4.1,5.74,6.84,1.629241,38.34,33.12,23.83,34.56,17.28,0,0,0
17348,31.79,0.1,7.86,14.04,0.0953102,38.14,30.6,22.22,26.64,27.72,0.2,0,0
17349,31.91,6.4,6.95,23.76,2.00148,36.4,42.84,21.82,22.68,40.32,0,0,0
17350,31.64,21,6.46,21.24,3.091043,36.1,44.28,22.23,25.56,39.24,0,0,0
17351,32.69,0,10.85,22.68,0,35.83,32.4,22.41,27,35.28,0,0,0
17352,33.65,0,9.99,27.72,0,37.15,29.16,22.54,25.56,35.28,0,0,0
17353,34.02,0,11,24.84,0,37.32,47.16,22.16,21.24,38.88,0,0,0
17354,33.32,1.4,14.72,27.36,0.8754687,37.3,35.64,22.3,27,32.04,0,0,0
17355,29.87,9.3,13.25,25.2,2.332144,37.58,36,21.71,26.28,24.48,0,0,0
17356,32.29,0.7,7.76,24.48,0.5306283,38.58,36.36,22.88,29.52,27.36,0,0,0
17357,33.14,0,11.9,12.6,0,39.63,27.72,23.25,24.48,31.32,0,0,0
17358,34.3,0,10.63,18.72,0,39.12,36,23.21,25.56,26.28,0,0,0
17359,34.5,2,11.74,27.72,1.098612,37.82,36.72,22.86,25.56,28.8,0,0,0
17360,33.4,2.1,10.62,25.92,1.131402,37.62,34.2,21.68,25.56,27.72,0,0,0
17361,32.2,5,12.36,28.8,1.791759,37.15,38.88,21.11,27.72,23.76,0,0,1
17362,31.53,0.3,13.6,24.84,0.2623643,35.11,42.12,21.62,26.28,20.16,0,0,0
17363,31.8,0,9.84,24.84,0,35.29,24.48,22,34.2,24.12,0,0,0
17364,31.56,0.2,12.85,20.16,0.1823216,34.46,33.84,21.87,30.96,27.72,0,0,0
17365,32.6,0,10.7,19.08,0,34.11,25.92,22.14,28.44,25.92,0,0,0
17366,33.76,0,12.49,24.12,0,36.05,18.72,23.3,22.32,27.36,0,0,0
17367,34.39,0,14.69,26.28,0,37.41,24.84,24.41,26.64,29.88,0,0,0
17368,32.95,2.5,16.59,24.84,1.252763,37.77,32.4,24.96,25.56,30.96,0,0,0
17369,31.21,8.6,12.46,19.08,2.261763,37.04,39.96,23.85,27.72,27.36,0,0,0
17370,30.24,1.3,5.91,11.88,0.8329091,37.07,39.96,23.43,24.12,24.48,0,0,0
17371,30.93,6.3,7.36,21.96,1.987874,39.21,24.84,24.47,21.96,23.76,0,0,0
17372,31.61,1.6,7.82,16.92,0.9555115,40.35,24.48,26.15,28.44,28.44,0,0,0
17373,31.19,1.2,12.95,19.08,0.7884574,41.01,24.84,27.83,23.4,33.12,0,0,0
17374,32.39,0.9,9.95,25.2,0.6418539,41.72,20.88,27.18,29.16,39.24,0,0,0
17375,32.31,0.4,12.95,24.48,0.3364722,41.16,30.96,26.96,29.88,31.68,0,0,0
17376,32.65,0,13.43,21.96,0,39.66,31.68,25.66,23.04,29.88,0,0,0
17377,32.89,0.3,13.95,20.52,0.2623643,40.36,30.6,25.32,27,25.92,0,0,0
17378,33.66,0.1,11.47,25.56,0.0953102,41.57,23.76,25.23,31.68,26.28,0,0,0
17379,32.9,0.6,8.78,17.64,0.4700036,40.18,34.56,24.29,26.64,34.2,0,0,0
17380,32.15,1.8,12.07,18,1.029619,40.72,26.28,23.92,24.48,36,0,0,0
17381,30.98,1.1,9.7,23.04,0.7419373,40.01,43.56,23.55,26.64,28.8,0,0,0
17382,31.93,2.5,11.36,25.92,1.252763,38.91,34.2,22.82,23.76,25.2,0.7,0,0
17383,32.05,3.2,11.64,18,1.435085,37.43,46.08,21.64,23.04,28.8,0.9,0,0
17384,30.62,2.2,9.93,20.52,1.163151,37.47,37.44,21.52,21.96,29.16,0,0,0
17385,30.72,0,9.93,24.84,0,37.06,38.52,22.07,25.2,30.24,0,0,0
17386,32.56,0,10.58,15.48,0,35.5,42.12,21.81,23.76,35.28,0,0,0
17387,32.78,1.9,10.56,21.24,1.064711,35.34,40.68,21.07,25.56,37.8,0,0,0
17388,32.86,0,8.61,15.48,0,36.3,34.2,20.97,18.72,39.6,1.6,0,0
17389,34.05,0.6,8.39,19.8,0.4700036,37.2,39.24,22.88,24.84,32.4,0,0,0
17390,33.77,6.1,12.69,21.24,1.960095,38.21,25.56,23.33,27.36,41.76,0,0,0
17391,32.21,6.5,11.87,21.24,2.014903,38.2,32.4,22.65,22.68,42.48,0,0,0
17392,30.97,4.3,13.64,21.96,1.667707,37.58,41.04,21.96,21.6,40.32,0,0,0
17393,31.14,0.9,9.17,30.6,0.6418539,37.65,34.56,22.16,23.04,36.36,0,0,1
17394,30.76,0.2,13.67,30.6,0.1823216,38.93,24.84,22.29,25.56,36,0,0,1
17395,30.35,0.3,13.45,27.36,0.2623643,39.08,24.12,21.65,23.76,33.48,0,0,0
17396,30.71,0,14.2,20.88,0,37.66,33.12,22.45,26.64,30.24,0,0,0
17397,31.26,0,16.32,25.56,0,36.89,33.12,22.82,25.92,29.88,0.2,0,0
17398,30.95,0.2,13.77,23.76,0.1823216,37.27,26.28,23.26,23.76,24.84,0,0,0
17399,30.31,2.2,13.1,22.68,1.163151,37.09,32.4,24.25,24.84,28.8,0,0,0
17400,29.55,1,7.5,12.96,0.6931472,37,26.64,24.58,23.4,27.36,0,0,0
17401,29.89,0,12.13,19.44,0,37.56,23.76,24.85,24.12,17.28,0,0,0
17402,31.11,0.9,10.86,20.88,0.6418539,38.48,14.76,25.94,22.32,19.8,0,0,0
17403,31.52,0.2,9.74,24.84,0.1823216,39.17,19.08,26.33,28.44,23.04,0,0,0
17404,30.71,0.7,12.35,28.8,0.5306283,39.62,24.84,25.06,30.96,25.56,0,0,1
17405,31.11,2.6,11.62,24.84,1.280934,39.38,30.24,24.15,22.68,30.96,0,0,0
17406,30.25,0.1,14.87,23.76,0.0953102,37.46,42.12,24.33,28.08,30.24,0,0,0
17407,30.53,0,12.42,21.24,0,38.18,37.44,23.58,28.08,26.64,0,0,0
17408,31.29,0,11.87,22.68,0,37.94,37.8,23.31,27,28.8,0,0,0
17409,30.9,0.2,11.15,23.04,0.1823216,36.99,36.36,22.76,27.72,30.24,0,0,0
17410,30.91,0,10.57,18,0,37.1,33.12,23.51,23.04,28.8,0,0,0
17411,30.75,0,10.26,15.48,0,37.28,33.48,24.1,20.88,28.08,0,0,0
17412,31.31,0,10.57,25.92,0,38.46,28.08,23.98,25.92,28.44,0,0,0
17413,31.34,0.5,13.07,24.84,0.4054651,38.63,22.32,23.18,28.44,34.92,0,0,0
17414,30.58,0,15.64,24.84,0,37.83,33.12,22.27,26.64,36.72,0,0,0
17415,29.04,0.5,14.88,27,0.4054651,35.87,43.56,21.43,27.72,31.32,0,0,0
17416,27.63,0.6,10.65,23.4,0.4700036,34.52,49.32,22.73,41.76,24.84,0,0,0
